Manufacturer,Model,Engine size,Fuel type,Year of manufacture, Mileage , Price 
Ford,Focus,1.4,Petrol,2010," 67,366 "," 13,881 "
Toyota,Yaris,1.4,Hybrid,2018," 26,795 "," 29,102 "
BMW,Z4,2.4,Petrol,2018," 15,028 "," 46,830 "
Ford,Focus,1.4,Petrol,1995," 144,557 "," 2,883 "
VW,Passat,1.6,Diesel,2011," 53,818 "," 19,033 "
Ford,Fiesta,1,Petrol,2005," 165,149 "," 2,762 "
BMW,M5,4.4,Petrol,1995," 157,046 "," 9,184 "
Ford,Mondeo,1.8,Diesel,2002," 48,312 "," 10,853 "
Porsche,911,2.2,Petrol,1998," 172,529 "," 8,241 "
VW,Polo,1.2,Petrol,2018," 33,619 "," 19,135 "
VW,Passat,2,Diesel,2001," 210,531 "," 3,218 "
Porsche,911,2.2,Petrol,1995," 170,716 "," 6,851 "
Ford,Focus,1,Petrol,2005," 102,319 "," 6,582 "
Ford,Focus,1.6,Petrol,1992," 83,482 "," 4,005 "
BMW,Z4,2,Petrol,2003," 184,605 "," 4,636 "
Toyota,Yaris,1.2,Hybrid,2011," 68,974 "," 13,024 "
Toyota,Yaris,1.2,Hybrid,2007," 87,731 "," 8,770 "
Toyota,Prius,1.4,Hybrid,2003," 91,908 "," 9,156 "
VW,Polo,1.2,Petrol,2009," 115,991 "," 6,014 "
VW,Passat,2,Diesel,2003," 99,554 "," 9,137 "
VW,Golf,2,Petrol,1993," 210,355 "," 1,445 "
VW,Golf,2,Diesel,1994," 64,859 "," 5,119 "
BMW,X3,2,Petrol,2014," 53,491 "," 27,457 "
Ford,Fiesta,1.4,Petrol,2020," 16,418 "," 25,347 "
Toyota,Prius,1.8,Hybrid,1995," 98,303 "," 5,816 "
Ford,Fiesta,1.2,Petrol,2003," 144,351 "," 3,143 "
VW,Polo,1.4,Petrol,1991," 130,465 "," 1,749 "
Ford,Focus,1.6,Petrol,1992," 289,432 ", 694 
Porsche,911,2.6,Petrol,2006," 129,563 "," 21,707 "
Ford,Mondeo,1.6,Petrol,1999," 87,358 "," 6,159 "
Toyota,Prius,1.4,Hybrid,1992," 187,590 "," 2,049 "
VW,Polo,1.2,Petrol,2002," 90,194 "," 4,561 "
Toyota,Yaris,1.4,Petrol,2003," 23,923 "," 9,067 "
Toyota,Prius,1.8,Hybrid,1988," 206,162 "," 1,512 "
Porsche,718 Cayman,4,Petrol,2013," 40,361 "," 45,357 "
Toyota,RAV4,1.8,Hybrid,2011," 113,594 "," 17,732 "
VW,Golf,1.8,Hybrid,1993," 206,465 "," 1,702 "
Porsche,718 Cayman,2.4,Petrol,2016," 26,038 "," 46,644 "
Toyota,Yaris,1,Petrol,1986," 341,124 ", 178 
Ford,Mondeo,1.4,Diesel,1996," 147,377 "," 3,134 "
Toyota,Yaris,1.2,Petrol,2005," 69,909 "," 7,229 "
Ford,Focus,1.6,Diesel,2006," 83,961 "," 10,659 "
VW,Golf,1.8,Hybrid,2016," 27,600 "," 30,239 "
Toyota,RAV4,1.8,Hybrid,2014," 63,889 "," 30,785 "
Toyota,RAV4,1.8,Hybrid,1992," 189,028 "," 2,697 "
Toyota,RAV4,2,Hybrid,1990," 120,842 "," 4,361 "
VW,Golf,1.4,Hybrid,2003," 166,709 "," 4,126 "
BMW,X3,2,Diesel,2013," 49,046 "," 27,731 "
Toyota,Prius,1.4,Hybrid,1998," 229,464 "," 2,106 "
Porsche,718 Cayman,2,Petrol,2014," 91,341 "," 24,511 "
VW,Polo,1.4,Petrol,1995," 127,882 "," 2,330 "
BMW,M5,4.4,Petrol,1994," 179,812 "," 7,091 "
Ford,Fiesta,1.2,Petrol,2008," 43,714 "," 9,014 "
Porsche,Cayenne,3.5,Diesel,1998," 83,442 "," 14,668 "
VW,Passat,1.6,Diesel,2002," 135,733 "," 5,800 "
VW,Golf,1.4,Petrol,2018," 13,954 "," 27,379 "
VW,Polo,1.2,Petrol,1994," 243,498 ", 746 
BMW,X3,2,Diesel,2016," 47,735 "," 34,147 "
Porsche,718 Cayman,4,Petrol,1995," 154,629 "," 5,991 "
VW,Golf,1.6,Diesel,1998," 161,333 "," 2,893 "
Ford,Fiesta,1.2,Petrol,1998," 156,867 "," 2,033 "
Toyota,RAV4,2,Hybrid,2022," 9,373 "," 76,303 "
VW,Passat,1.4,Diesel,2002," 115,000 "," 6,374 "
VW,Golf,1.8,Hybrid,2013," 56,706 "," 20,768 "
Ford,Mondeo,1.6,Diesel,1993," 138,312 "," 2,951 "
Toyota,Yaris,1.2,Petrol,2020," 20,558 "," 26,565 "
Porsche,Cayenne,2.6,Diesel,2001," 71,217 "," 16,789 "
Toyota,RAV4,2,Hybrid,2018," 27,542 "," 52,923 "
Ford,Mondeo,1.8,Diesel,2012," 39,923 "," 22,247 "
Porsche,718 Cayman,2.4,Petrol,1998," 252,380 "," 2,395 "
Toyota,RAV4,2,Hybrid,1993," 113,342 "," 5,640 "
Ford,Focus,1.4,Petrol,1993," 106,066 "," 3,403 "
Toyota,RAV4,2.2,Hybrid,2014," 39,814 "," 39,577 "
Toyota,RAV4,2.4,Hybrid,2002," 178,115 "," 6,664 "
Toyota,Prius,1.8,Hybrid,1989," 234,308 "," 1,254 "
Toyota,Prius,1.8,Hybrid,2014," 51,034 "," 28,437 "
Toyota,RAV4,2,Petrol,2003," 148,838 "," 6,923 "
Toyota,RAV4,2,Hybrid,2010," 116,749 "," 17,071 "
VW,Passat,1.4,Petrol,1991," 318,300 ", 482 
Ford,Focus,2,Diesel,2005," 70,202 "," 12,248 "
Toyota,RAV4,2.4,Hybrid,2010," 52,925 "," 29,212 "
VW,Passat,2,Diesel,1998," 112,170 "," 5,962 "
Ford,Fiesta,1.2,Petrol,2003," 203,556 "," 1,901 "
Ford,Mondeo,1.8,Diesel,2009," 32,884 "," 18,987 "
VW,Golf,1.2,Petrol,2005," 113,136 "," 5,586 "
VW,Golf,1.4,Petrol,1985," 269,090 ", 414 
Toyota,RAV4,2,Petrol,2015," 31,102 "," 35,379 "
Toyota,Yaris,1.4,Hybrid,2021," 10,276 "," 38,901 "
Ford,Mondeo,1.8,Diesel,2013," 5,000 "," 28,875 "
Ford,Focus,1,Petrol,2018," 26,840 "," 25,660 "
Toyota,RAV4,2.2,Hybrid,2007," 69,206 "," 20,606 "
VW,Polo,1.6,Petrol,2014," 63,006 "," 14,112 "
VW,Polo,1.4,Petrol,2016," 45,610 "," 16,837 "
Toyota,Yaris,1,Hybrid,2000," 86,902 "," 5,050 "
VW,Passat,2,Petrol,2001," 78,868 "," 8,819 "
BMW,Z4,2.4,Petrol,2017," 57,884 "," 34,025 "
Ford,Mondeo,1.4,Diesel,1993," 196,763 "," 1,688 "
VW,Golf,1.6,Hybrid,2003," 110,332 "," 6,919 "
VW,Golf,1.4,Diesel,1991," 289,646 ", 534 
VW,Polo,1.6,Petrol,2011," 72,003 "," 10,885 "
VW,Passat,1.8,Petrol,2018," 42,360 "," 32,909 "
Ford,Mondeo,1.8,Diesel,2015," 50,432 "," 25,483 "
Toyota,RAV4,1.8,Petrol,2003," 171,088 "," 5,458 "
VW,Golf,1.8,Petrol,2015," 40,271 "," 21,892 "
Toyota,Yaris,1,Hybrid,2013," 69,437 "," 13,543 "
Toyota,RAV4,2.2,Hybrid,2015," 28,056 "," 45,312 "
VW,Passat,2,Diesel,1985," 287,515 ", 544 
BMW,X3,2.4,Diesel,2001," 144,238 "," 6,871 "
Toyota,RAV4,2.4,Hybrid,1993," 140,537 "," 4,997 "
Ford,Focus,1,Petrol,2013," 55,408 "," 15,484 "
Toyota,Yaris,1.4,Petrol,2002," 149,944 "," 3,514 "
VW,Golf,1.8,Petrol,2021," 6,373 "," 39,459 "
Toyota,RAV4,2.4,Hybrid,2007," 112,049 "," 15,867 "
Toyota,Prius,1.8,Hybrid,2005," 64,815 "," 14,287 "
Toyota,RAV4,1.8,Hybrid,2007," 46,955 "," 21,497 "
Ford,Focus,1,Petrol,2006," 102,666 "," 7,017 "
VW,Polo,1.4,Diesel,2014," 62,309 "," 13,923 "
Toyota,RAV4,1.8,Hybrid,1993," 196,835 "," 2,693 "
VW,Golf,1.2,Petrol,2017," 33,865 "," 21,213 "
Porsche,911,2.2,Petrol,2018," 22,199 "," 91,965 "
Toyota,Yaris,1.4,Hybrid,2001," 109,136 "," 5,434 "
Porsche,Cayenne,4,Petrol,2002," 90,474 "," 18,556 "
Toyota,RAV4,2,Hybrid,2018," 20,952 "," 54,914 "
Ford,Mondeo,1.4,Diesel,1996," 103,176 "," 4,418 "
VW,Polo,1.2,Petrol,2001," 127,723 "," 3,223 "
Toyota,Yaris,1,Hybrid,2005," 74,649 "," 7,671 "
Ford,Mondeo,2,Diesel,2019," 34,940 "," 38,517 "
Toyota,Prius,1.4,Hybrid,1993," 196,617 "," 2,024 "
VW,Golf,1.4,Petrol,2002," 127,387 "," 4,427 "
Ford,Focus,1,Petrol,2011," 85,335 "," 11,093 "
Ford,Focus,1.4,Petrol,2003," 88,544 "," 7,528 "
Toyota,Prius,1,Hybrid,1992," 176,604 "," 1,903 "
Toyota,RAV4,1.8,Hybrid,2009," 68,833 "," 21,350 "
VW,Golf,1.2,Petrol,2010," 99,925 "," 8,602 "
BMW,Z4,2.4,Petrol,2004," 68,708 "," 13,326 "
Toyota,RAV4,2,Hybrid,2004," 129,322 "," 10,382 "
Toyota,Yaris,1.4,Hybrid,2017," 36,461 "," 25,744 "
Toyota,Yaris,1.2,Petrol,2009," 72,738 "," 9,261 "
VW,Polo,1.4,Petrol,1993," 217,495 ", 955 
Toyota,RAV4,2.2,Hybrid,2016," 28,810 "," 48,228 "
VW,Golf,1.4,Petrol,1992," 253,413 ", 764 
VW,Passat,1.6,Diesel,1989," 341,741 ", 378 
Ford,Focus,1.6,Petrol,1999," 155,679 "," 3,674 "
Ford,Mondeo,1.8,Diesel,2019," 30,787 "," 37,433 "
BMW,M5,5,Petrol,1996," 140,252 "," 12,001 "
Ford,Focus,1,Diesel,2012," 36,355 "," 17,093 "
Ford,Fiesta,1,Petrol,1986," 331,165 ", 170 
Toyota,Yaris,1.4,Petrol,2017," 30,382 "," 22,227 "
Porsche,718 Cayman,2.4,Petrol,1995," 137,976 "," 5,312 "
VW,Passat,1.4,Diesel,2001," 101,907 "," 6,576 "
Toyota,Prius,1.8,Hybrid,1991," 173,990 "," 2,443 "
Ford,Fiesta,1,Petrol,2004," 138,953 "," 3,203 "
VW,Passat,2,Diesel,2007," 163,156 "," 7,234 "
Ford,Focus,1.6,Petrol,2018," 45,204 "," 29,130 "
VW,Passat,2,Diesel,2022," 7,782 "," 57,759 "
VW,Golf,1.6,Petrol,2011," 69,205 "," 13,162 "
Toyota,Prius,1,Hybrid,2006," 51,828 "," 12,372 "
VW,Golf,2,Petrol,2000," 92,303 "," 6,024 "
VW,Golf,1.6,Petrol,2005," 145,351 "," 5,011 "
Ford,Fiesta,1.2,Petrol,2004," 138,699 "," 3,516 "
Toyota,Prius,1.8,Hybrid,2006," 42,787 "," 17,550 "
Porsche,718 Cayman,2.4,Petrol,2001," 136,494 "," 8,020 "
Toyota,Yaris,1,Hybrid,2019," 28,087 "," 26,099 "
VW,Polo,1.2,Petrol,2007," 63,991 "," 7,614 "
Toyota,Prius,1.4,Hybrid,2006," 107,304 "," 9,994 "
Toyota,Prius,1.4,Hybrid,2019," 32,176 "," 39,212 "
VW,Golf,1.4,Petrol,2007," 103,965 "," 7,384 "
VW,Golf,2,Petrol,1991," 264,040 ", 774 
Ford,Fiesta,1.4,Petrol,1998," 117,616 "," 3,002 "
Toyota,Yaris,1.2,Hybrid,2007," 100,478 "," 8,002 "
Toyota,Prius,1.4,Hybrid,2016," 52,086 "," 28,468 "
VW,Golf,1.6,Petrol,1992," 152,855 "," 1,981 "
Ford,Focus,1.8,Petrol,2010," 31,473 "," 19,668 "
Toyota,RAV4,2.2,Petrol,2005," 101,278 "," 12,003 "
Ford,Focus,1.6,Hybrid,2016," 27,516 "," 33,957 "
VW,Golf,2,Diesel,2018," 28,407 "," 31,722 "
Ford,Mondeo,1.8,Diesel,2001," 187,542 "," 3,537 "
VW,Polo,2,Petrol,1988," 160,189 "," 1,345 "
Toyota,Yaris,1.4,Hybrid,2014," 47,951 "," 19,664 "
Toyota,Prius,1.8,Hybrid,1995," 259,370 "," 1,485 "
Ford,Fiesta,1.2,Petrol,2006," 150,801 "," 3,643 "
VW,Polo,1.2,Petrol,2008," 97,682 "," 6,448 "
VW,Passat,2,Diesel,2012," 99,767 "," 16,624 "
Porsche,Cayenne,3.5,Petrol,1987," 317,546 ", 888 
Ford,Mondeo,1.6,Petrol,2003," 71,971 "," 8,941 "
Toyota,RAV4,2,Hybrid,2000," 115,704 "," 8,835 "
Ford,Focus,1.6,Petrol,2007," 91,299 "," 10,304 "
VW,Polo,1,Petrol,2015," 27,980 "," 14,774 "
Ford,Mondeo,2,Petrol,2004," 137,798 "," 6,570 "
Ford,Mondeo,1.8,Diesel,2014," 38,215 "," 25,681 "
Toyota,Prius,1.4,Hybrid,1994," 266,923 "," 1,142 "
VW,Polo,1,Petrol,2008," 46,493 "," 8,303 "
Toyota,Prius,1,Hybrid,2003," 122,382 "," 6,167 "
VW,Polo,1.6,Petrol,2004," 172,952 "," 3,141 "
BMW,Z4,2.2,Petrol,1994," 79,111 "," 6,105 "
Toyota,RAV4,1.8,Hybrid,1994," 203,902 "," 2,705 "
Ford,Focus,1,Petrol,2018," 34,297 "," 24,582 "
Porsche,911,3,Petrol,2007," 160,305 "," 19,433 "
Toyota,Yaris,1,Hybrid,1996," 35,867 "," 5,384 "
Ford,Fiesta,1.2,Diesel,2011," 86,587 "," 8,723 "
Porsche,Cayenne,3,Diesel,2018," 14,658 "," 78,873 "
Ford,Focus,1.4,Petrol,2020," 31,287 "," 33,821 "
VW,Polo,1.2,Petrol,1998," 178,757 "," 1,735 "
Toyota,Yaris,1.4,Petrol,1994," 53,883 "," 4,162 "
Ford,Mondeo,1.6,Diesel,2018," 10,870 "," 36,852 "
Toyota,Prius,1.4,Hybrid,2005," 82,356 "," 11,191 "
VW,Polo,1.6,Petrol,1998," 120,898 "," 3,212 "
BMW,Z4,2,Petrol,1991," 241,081 "," 1,258 "
Ford,Fiesta,1.4,Petrol,1988," 289,688 ", 342 
Porsche,718 Cayman,2.4,Petrol,1997," 246,989 "," 2,355 "
BMW,X3,2,Petrol,1985," 142,992 "," 2,076 "
VW,Passat,1.8,Diesel,2011," 64,697 "," 18,821 "
BMW,M5,4.4,Petrol,1998," 161,830 "," 10,780 "
Ford,Focus,1.4,Petrol,2018," 28,024 "," 30,158 "
BMW,Z4,3,Petrol,1996," 156,682 "," 4,509 "
Ford,Fiesta,1,Petrol,2009," 93,538 "," 6,317 "
Toyota,Yaris,1,Petrol,2019," 14,288 "," 23,473 "
Ford,Focus,2,Petrol,2006," 81,822 "," 11,520 "
Toyota,RAV4,2,Hybrid,1986," 215,481 "," 1,508 "
BMW,Z4,2.2,Petrol,2019," 28,754 "," 44,415 "
VW,Passat,1.4,Diesel,2004," 80,705 "," 9,344 "
VW,Golf,2,Diesel,2009," 60,524 "," 14,316 "
VW,Passat,1.4,Diesel,2002," 113,879 "," 6,429 "
Ford,Mondeo,1.6,Diesel,2012," 85,455 "," 15,593 "
VW,Golf,1.2,Petrol,2019," 5,596 "," 28,309 "
Ford,Mondeo,1.8,Hybrid,2015," 55,395 "," 28,228 "
Toyota,Yaris,1.2,Petrol,2000," 136,312 "," 3,178 "
Ford,Mondeo,1.8,Petrol,1999," 108,377 "," 5,607 "
BMW,M5,5,Petrol,2011," 76,754 "," 52,387 "
VW,Passat,1.6,Diesel,1995," 206,056 "," 2,007 "
Toyota,RAV4,2,Hybrid,2000," 148,540 "," 6,818 "
Ford,Fiesta,1.2,Petrol,2018," 23,754 "," 19,725 "
Porsche,Cayenne,3,Petrol,1995," 222,539 "," 3,410 "
VW,Golf,1.2,Diesel,2014," 39,321 "," 17,658 "
VW,Polo,1.2,Petrol,2003," 138,515 "," 3,381 "
Toyota,RAV4,2,Hybrid,2012," 59,725 "," 29,179 "
Toyota,RAV4,1.8,Hybrid,2008," 102,206 "," 15,805 "
Ford,Focus,2,Diesel,2010," 83,311 "," 15,630 "
Ford,Focus,1.4,Petrol,2018," 41,355 "," 27,892 "
Ford,Fiesta,1.2,Diesel,2021," 17,474 "," 26,189 "
Toyota,RAV4,2.2,Hybrid,1992," 199,804 "," 2,713 "
VW,Polo,2,Petrol,2021," 13,577 "," 33,748 "
Ford,Fiesta,1,Petrol,2016," 32,446 "," 14,997 "
Toyota,RAV4,2,Hybrid,1997," 130,656 "," 6,443 "
Ford,Focus,1.4,Petrol,1994," 118,545 "," 3,311 "
Toyota,RAV4,1.8,Hybrid,2011," 139,810 "," 14,453 "
Toyota,Prius,1,Hybrid,2006," 84,312 "," 9,973 "
VW,Passat,1.6,Diesel,2002," 83,318 "," 8,585 "
Toyota,Yaris,1.4,Petrol,1986," 183,150 ", 914 
Ford,Focus,1,Petrol,2007," 84,337 "," 8,556 "
Porsche,Cayenne,3,Petrol,2002," 114,802 "," 13,435 "
Toyota,RAV4,2.2,Hybrid,2009," 67,314 "," 23,843 "
BMW,M5,5,Petrol,2000," 122,612 "," 18,006 "
VW,Golf,1.4,Petrol,1991," 206,254 "," 1,097 "
Toyota,RAV4,2.4,Hybrid,2018," 26,632 "," 58,275 "
Porsche,718 Cayman,4,Petrol,1991," 248,160 "," 2,016 "
Ford,Mondeo,1.4,Petrol,1996," 130,905 "," 3,406 "
VW,Golf,1.2,Petrol,2004," 98,438 "," 5,829 "
Toyota,RAV4,2.2,Hybrid,2005," 93,525 "," 15,238 "
Toyota,Yaris,1.4,Hybrid,1992," 116,353 "," 2,824 "
Ford,Fiesta,1.2,Petrol,1996," 109,619 "," 2,585 "
VW,Polo,1.6,Petrol,2001," 129,115 "," 3,681 "
Toyota,RAV4,2,Hybrid,2017," 43,027 "," 45,206 "
VW,Passat,2,Diesel,2015," 48,864 "," 28,657 "
Ford,Mondeo,1.8,Diesel,2012," 81,668 "," 16,982 "
Toyota,Prius,1.4,Hybrid,2018," 29,828 "," 37,183 "
VW,Golf,1.8,Petrol,1991," 257,172 ", 783 
Toyota,RAV4,1.8,Petrol,2014," 51,097 "," 27,842 "
Toyota,Yaris,1.4,Petrol,2017," 32,667 "," 21,935 "
VW,Golf,1.8,Petrol,1993," 261,776 ", 857 
VW,Polo,1.4,Petrol,1987," 219,722 ", 627 
Toyota,RAV4,2.2,Petrol,2020," 20,840 "," 54,875 "
BMW,Z4,2.4,Petrol,1997," 190,184 "," 3,243 "
BMW,M5,4,Petrol,2017," 34,125 "," 91,619 "
Ford,Focus,2,Petrol,1988," 261,729 ", 771 
Toyota,Yaris,1.2,Hybrid,2016," 36,087 "," 22,347 "
Ford,Mondeo,1.4,Diesel,2002," 161,406 "," 4,165 "
Toyota,Prius,1.4,Hybrid,1991," 162,940 "," 2,365 "
Ford,Focus,1.8,Petrol,1991," 336,739 ", 437 
Ford,Focus,1.4,Petrol,2009," 103,983 "," 10,044 "
Ford,Fiesta,1,Petrol,2018," 38,404 "," 16,547 "
VW,Passat,1.4,Diesel,1993," 120,931 "," 3,343 "
Toyota,Yaris,1,Hybrid,2002," 148,230 "," 3,614 "
VW,Passat,1.8,Diesel,2006," 107,503 "," 9,985 "
VW,Passat,2,Diesel,2004," 124,610 "," 8,086 "
Porsche,Cayenne,3,Petrol,2010," 79,557 "," 29,571 "
BMW,M5,4.4,Petrol,2002," 105,680 "," 21,943 "
VW,Passat,1.6,Diesel,1991," 95,548 "," 3,780 "
Toyota,Yaris,1.4,Hybrid,1987," 288,484 ", 449 
Ford,Mondeo,1.6,Diesel,1995," 118,507 "," 3,938 "
Toyota,Yaris,1,Hybrid,1996," 93,423 "," 3,692 "
BMW,X3,3,Diesel,2007," 88,368 "," 17,529 "
Porsche,Cayenne,3,Petrol,2003," 140,899 "," 11,711 "
BMW,X3,2,Diesel,1995," 36,797 "," 8,995 "
VW,Passat,2,Petrol,2000," 129,208 "," 5,690 "
VW,Passat,1.8,Diesel,2015," 72,434 "," 23,341 "
Toyota,Yaris,1.4,Hybrid,2018," 34,625 "," 27,818 "
Toyota,Yaris,1.2,Petrol,2008," 97,903 "," 7,263 "
Toyota,Yaris,1.2,Petrol,1997," 270,963 ", 797 
Ford,Mondeo,1.6,Diesel,2013," 76,733 "," 17,705 "
VW,Golf,1.2,Petrol,2001," 166,693 "," 2,786 "
Ford,Focus,2,Petrol,1995," 112,716 "," 4,422 "
Ford,Fiesta,1.2,Hybrid,1987," 276,979 ", 400 
VW,Golf,1.8,Petrol,2003," 101,937 "," 6,509 "
VW,Polo,1,Petrol,2013," 43,886 "," 11,774 "
VW,Polo,1.2,Petrol,2013," 73,855 "," 10,637 "
Ford,Focus,1.6,Petrol,2017," 57,873 "," 25,173 "
Ford,Focus,1.6,Diesel,2001," 121,698 "," 5,785 "
VW,Polo,1.2,Petrol,2009," 81,883 "," 7,711 "
VW,Passat,1.4,Diesel,2000," 171,496 "," 3,538 "
Ford,Focus,1,Petrol,1987," 132,547 "," 1,573 "
VW,Passat,1.4,Petrol,2017," 24,430 "," 30,141 "
BMW,X3,2.4,Diesel,2006," 98,950 "," 13,593 "
VW,Passat,1.4,Diesel,2009," 132,842 "," 8,852 "
VW,Polo,1.4,Petrol,1986," 260,477 ", 404 
VW,Passat,1.6,Diesel,1991," 235,666 "," 1,177 "
Toyota,RAV4,2.2,Hybrid,2011," 82,763 "," 24,530 "
Ford,Focus,1.4,Diesel,2016," 39,673 "," 25,891 "
Ford,Fiesta,1,Petrol,1992," 47,774 "," 2,762 "
BMW,Z4,2,Petrol,2014," 58,147 "," 25,387 "
Ford,Mondeo,2,Diesel,2003," 154,479 "," 5,636 "
VW,Polo,1.4,Petrol,2013," 46,322 "," 13,725 "
VW,Golf,1.8,Diesel,1996," 196,032 "," 1,995 "
Porsche,Cayenne,3,Petrol,2013," 39,488 "," 46,753 "
Toyota,Yaris,1,Petrol,2006," 96,885 "," 5,845 "
Toyota,Yaris,1.4,Hybrid,2019," 20,700 "," 32,186 "
Ford,Mondeo,1.4,Hybrid,2001," 145,462 "," 5,077 "
VW,Polo,1,Petrol,2018," 38,340 "," 16,989 "
VW,Golf,1.4,Petrol,2008," 116,255 "," 7,198 "
BMW,Z4,2,Petrol,2003," 93,076 "," 9,615 "
Toyota,Prius,1.4,Hybrid,2010," 74,177 "," 16,520 "
Toyota,RAV4,1.8,Hybrid,1995," 149,567 "," 4,596 "
VW,Passat,1.6,Petrol,1990," 117,398 "," 2,863 "
VW,Golf,1.6,Petrol,2002," 117,653 "," 5,103 "
VW,Polo,1,Petrol,2020," 22,940 "," 21,213 "
VW,Passat,1.8,Diesel,2011," 37,534 "," 22,303 "
Toyota,RAV4,1.8,Hybrid,2011," 94,925 "," 20,356 "
Toyota,Yaris,1,Hybrid,1992," 174,037 "," 1,496 "
VW,Passat,1.8,Petrol,2003," 184,533 "," 4,174 "
Ford,Fiesta,1.4,Petrol,2013," 32,544 "," 14,520 "
BMW,Z4,2.2,Petrol,2014," 59,274 "," 26,434 "
Toyota,RAV4,2,Hybrid,2001," 202,340 "," 4,610 "
VW,Passat,1.8,Diesel,1992," 129,841 "," 3,309 "
VW,Passat,1.8,Petrol,2005," 80,034 "," 10,836 "
Ford,Focus,2,Petrol,1996," 192,045 "," 2,469 "
Ford,Mondeo,2,Diesel,2019," 36,447 "," 38,177 "
Toyota,RAV4,2.4,Hybrid,1998," 134,946 "," 7,292 "
Toyota,Yaris,1,Petrol,2010," 58,886 "," 9,901 "
VW,Passat,1.6,Diesel,2000," 127,543 "," 5,414 "
Ford,Fiesta,1,Petrol,2004," 157,340 "," 2,758 "
Toyota,Yaris,1,Petrol,1991," 169,299 "," 1,214 "
Toyota,Yaris,1.4,Hybrid,1987," 205,406 ", 966 
VW,Golf,1.6,Petrol,2003," 76,484 "," 7,351 "
Ford,Fiesta,1.4,Petrol,2012," 75,934 "," 10,326 "
VW,Polo,2,Diesel,2000," 127,046 "," 4,109 "
Toyota,Prius,1.8,Hybrid,2017," 39,115 "," 37,356 "
VW,Passat,1.6,Diesel,2015," 18,626 "," 30,577 "
Toyota,Prius,1.4,Hybrid,1991," 231,525 "," 1,296 "
Ford,Focus,1.8,Petrol,1996," 112,992 "," 4,475 "
Ford,Fiesta,1.2,Petrol,2002," 170,034 "," 2,377 "
Ford,Mondeo,1.6,Diesel,2016," 27,842 "," 29,387 "
Ford,Fiesta,1.2,Hybrid,2015," 39,606 "," 17,681 "
Toyota,RAV4,2.4,Petrol,1996," 284,839 "," 1,414 "
Toyota,RAV4,1.8,Hybrid,2017," 30,794 "," 46,103 "
Toyota,Prius,1,Hybrid,2013," 81,281 "," 16,243 "
VW,Polo,1.2,Petrol,1991," 163,174 "," 1,241 "
Ford,Mondeo,2,Diesel,1991," 212,984 "," 1,530 "
BMW,M5,4,Petrol,2007," 97,405 "," 31,027 "
Ford,Fiesta,1,Petrol,1997," 215,739 "," 1,043 "
Toyota,Yaris,1.2,Hybrid,2003," 85,571 "," 6,820 "
Ford,Fiesta,1.2,Petrol,2001," 185,312 "," 1,951 "
Ford,Fiesta,1.4,Petrol,1991," 287,138 ", 428 
Porsche,718 Cayman,2.4,Petrol,2004," 135,042 "," 9,909 "
Toyota,Yaris,1.2,Hybrid,2015," 56,205 "," 18,479 "
VW,Passat,1.6,Petrol,2008," 82,771 "," 12,244 "
BMW,M5,5,Petrol,2017," 39,154 "," 99,436 "
VW,Golf,2,Petrol,2005," 109,364 "," 7,420 "
Ford,Focus,1.6,Petrol,1989," 226,513 "," 1,019 "
BMW,M5,5,Petrol,2014," 58,820 "," 72,066 "
VW,Golf,2,Hybrid,1994," 158,502 "," 2,898 "
Ford,Fiesta,1,Petrol,2008," 67,377 "," 7,080 "
Toyota,Yaris,1,Hybrid,2017," 38,436 "," 21,505 "
Ford,Mondeo,1.8,Diesel,1998," 164,481 "," 3,525 "
BMW,X3,2.4,Petrol,2012," 90,750 "," 20,490 "
Ford,Mondeo,1.4,Petrol,2012," 53,155 "," 17,227 "
Ford,Focus,1.8,Diesel,1993," 176,575 "," 2,301 "
VW,Polo,1,Petrol,1993," 84,410 "," 2,380 "
Ford,Mondeo,1.4,Diesel,1998," 169,919 "," 2,970 "
VW,Passat,2,Diesel,2015," 45,664 "," 29,228 "
VW,Polo,1.4,Petrol,2017," 58,793 "," 16,569 "
VW,Polo,1.2,Petrol,2013," 42,711 "," 12,990 "
Ford,Focus,1.6,Diesel,2004," 93,927 "," 8,692 "
Ford,Mondeo,2,Diesel,2016," 54,653 "," 27,962 "
Ford,Focus,1.8,Diesel,2016," 58,749 "," 26,080 "
Toyota,Prius,1.4,Hybrid,1990," 274,599 ", 814 
Ford,Mondeo,1.8,Diesel,2005," 170,050 "," 5,365 "
VW,Polo,2,Petrol,2010," 71,872 "," 11,395 "
VW,Polo,2,Diesel,2012," 89,417 "," 12,110 "
Ford,Mondeo,2,Diesel,2017," 49,974 "," 30,780 "
Toyota,RAV4,1.8,Hybrid,2015," 49,497 "," 36,072 "
Toyota,Prius,1,Hybrid,1988," 108,794 "," 2,516 "
Toyota,Prius,1.4,Hybrid,1985," 157,337 "," 1,661 "
VW,Golf,1.6,Diesel,2013," 56,754 "," 17,127 "
Porsche,718 Cayman,2,Petrol,1998," 143,853 "," 5,650 "
VW,Golf,1.6,Petrol,2013," 71,517 "," 14,808 "
Ford,Fiesta,1,Petrol,1992," 268,571 ", 460 
VW,Golf,2,Petrol,1995," 170,237 "," 2,340 "
Toyota,Yaris,1.2,Petrol,2011," 95,160 "," 9,049 "
Toyota,Prius,1.8,Hybrid,1990," 133,913 "," 3,178 "
